GameID,Date,Time,White,WhiteElo,WhiteRatingDiff,Black,BlackElo,BlackRatingDiff,TotalMoves,ECO,Opening,TimeControl,Termination,Result
188,2024.01.01,01:47:56,reipaulo,1580,-7,rainyday2023,1544,6,78,B53,Sicilian Defense: Chekhover Variation,300+0,Normal,0-1
189,2024.01.01,01:48:05,Angelo66ap_br,1761,7,jaredp2011,1824,-7,101,D08,Queen's Gambit Declined: Albin Countergambit,180+2,Normal,1-0
190,2024.01.01,01:48:18,Astralno,1874,-6,joythewonderboy,1847,6,58,C00,French Defense,180+0,Normal,0-1
191,2024.01.01,01:48:23,corvus_extreme,1170,33,sohan1234567,1199,-5,45,C00,French Defense: Queen's Knight,60+0,Normal,1-0
192,2024.01.01,01:48:49,justmove22,2005,-6,apablo79,2036,25,114,A80,Dutch Defense,180+0,Time forfeit,0-1
193,2024.01.01,01:49:54,reyblackwhite,1539,6,Retnevednav,1506,-5,71,B02,Alekhine Defense: Two Pawns Attack,60+0,Time forfeit,1-0
194,2024.01.01,01:50:03,DerekSmalls,1705,-5,Luya,1742,5,40,C57,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",180+2,Normal,0-1
195,2024.01.01,01:50:16,Kriegsmarine-Lutzow,1399,13,schackmattschackmatt,1392,-6,51,B08,Pirc Defense: Classical Variation,60+0,Normal,1-0
196,2024.01.01,01:50:21,zerogravity710,1330,-7,chessjj,1603,2,76,A15,English Opening: Anglo-Indian Defense,180+0,Time forfeit,0-1
197,2024.01.01,01:50:48,MDNAYEEM123,1759,26,KingCrud,1776,-5,51,C30,King's Gambit Declined: Queen's Knight Defense,180+2,Time forfeit,1-0
198,2024.01.01,01:51:07,Mateytruko,988,-3,rabahrouse,1120,4,56,B10,Caro-Kann Defense,60+0,Time forfeit,0-1
199,2024.01.01,01:51:22,rdza9,1480,5,griffon030,1424,-4,93,C40,King's Pawn Game: McConnell Defense,600+0,Normal,1-0
200,2024.01.01,01:52:00,blunderbussit,1176,9,Retner,1173,-9,43,C50,Italian Game: Anti-Fried Liver Defense,120+1,Time forfeit,1-0
201,2024.01.01,01:52:03,CarlosAlbertomoteiro,1312,-6,princeismael,1311,6,20,B12,"Caro-Kann Defense: Advance Variation, Short Variation",600+5,Normal,0-1
202,2024.01.01,01:52:49,OkkamRazor,2320,5,Bntary007,2236,-5,87,A00,Hungarian Opening: Symmetrical Variation,300+0,Normal,1-0
203,2024.01.01,01:52:44,pinoybowhunter,1274,-52,gdrange,1309,4,54,D00,Queen's Pawn Game,600+5,Normal,0-1
204,2024.01.01,01:54:13,AlwaysQueensGambit,1230,6,abdo_elshmoty,1306,-7,107,A40,Englund Gambit,180+0,Normal,1-0
205,2024.01.01,01:55:31,Analisar,1612,9,Zezo796,1612,-6,133,B01,Scandinavian Defense: Valencian Variation,600+0,Normal,1-0
206,2024.01.01,01:55:50,Joshuafu2012,1800,33,Poblado,1877,-7,43,C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",600+5,Normal,1-0
207,2024.01.01,01:56:42,palko213,1500,,azzam2011,2114,,43,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,600+0,Normal,1-0
208,2024.01.01,01:56:49,menorpp,2254,7,Gerojmclava,2298,-6,59,C13,French Defense: Alekhine-Chatard Attack,180+2,Normal,1-0
209,2024.01.01,01:57:05,ralf7777,1271,0,krimzonmania,1274,0,114,C46,Three Knights Opening,180+0,Normal,1/2-1/2
210,2024.01.01,01:58:59,ammarmahmoud11,1559,6,Maggan73,1618,-7,61,C00,Rat Defense: Small Center Defense,600+0,Normal,1-0
211,2024.01.01,01:58:59,Zaubi,1949,-5,ronnie801,1988,5,66,A48,East Indian Defense,180+0,Time forfeit,0-1
212,2024.01.01,02:00:04,y0dalp0p,1527,-6,Alekman12,1511,6,30,D10,Slav Defense,60+0,Normal,0-1
213,2024.01.01,02:00:49,massmano,1235,-20,primacin,1245,49,76,B13,Caro-Kann Defense: Exchange Variation,120+1,Time forfeit,0-1
214,2024.01.01,02:01:13,nonismike,2066,6,Tasin51,2043,-5,49,C50,"Italian Game: Giuoco Pianissimo, Normal",600+0,Normal,1-0
215,2024.01.01,02:03:15,Omnicr,1720,-5,AlreadyTaken3,1709,6,50,D20,"Queen's Gambit Accepted: Central Variation, McDonnell Defense",60+0,Time forfeit,0-1
216,2024.01.01,02:04:21,TheGoodKnight0,1662,1,YummyJewels,1123,-2,93,A00,Barnes Opening: Hammerschlag,300+0,Normal,1-0
217,2024.01.01,02:06:47,musti43,1640,-6,Pak007,1660,5,42,B32,Sicilian Defense: Open,300+0,Normal,0-1
218,2024.01.01,02:07:11,Vinnie8487,1916,-5,roughride,1945,5,90,A04,Zukertort Opening: Arctic Defense,180+0,Time forfeit,0-1
219,2024.01.01,02:07:31,TheNuclearOption,1351,6,Waghubinger,1355,-6,67,C44,Ponziani Opening: Jaenisch Counterattack,300+3,Time forfeit,1-0
220,2024.01.01,02:07:31,Winc7,1292,-7,workingsux,1266,6,58,C31,King's Gambit Declined: Falkbeer Countergambit Accepted,300+3,Normal,0-1
221,2024.01.01,02:07:40,flyingsombrero,2188,-5,dky99,2219,6,112,A04,Zukertort Opening: Queen's Gambit Invitation,30+0,Time forfeit,0-1
222,2024.01.01,02:08:03,alexzandeer,1529,5,topcop67,1535,-6,65,C45,Scotch Game,300+3,Time forfeit,1-0
223,2024.01.01,02:08:51,Kojaqui,1769,-10,AgressiveMoon,1395,74,52,E10,Indian Defense: Anti-Nimzo-Indian,420+0,Normal,0-1
224,2024.01.01,02:08:59,Qeef,1536,-7,igor_ahn,1486,7,82,B07,Czech Defense,900+10,Normal,0-1
225,2024.01.01,02:09:07,Shmuell,1040,-5,SneedFlanders14,1093,5,56,A00,Ware Opening,60+0,Time forfeit,0-1
226,2024.01.01,02:09:18,Alexandr000,1554,-1,v_x_v,1517,4,62,B00,Rat Defense: Harmonist,180+0,Normal,1/2-1/2
227,2024.01.01,02:11:39,Edward_Gevorgian,1500,271,enrochalho,1548,-4,42,B40,Sicilian Defense: French Variation,180+0,Normal,1-0
228,2024.01.01,02:11:53,rainyday2023,1555,-6,spamdmd17,1540,17,72,B08,Pirc Defense: Classical Variation,300+0,Normal,0-1
229,2024.01.01,02:12:50,abo-ribal,1394,6,dashtrazm,1464,-30,45,C23,Bishop's Opening,300+0,Normal,1-0
230,2024.01.01,02:12:53,remarkableemperor991,1979,5,venns,1951,-6,47,D38,"Queen's Gambit Declined: Ragozin Defense, Alekhine Variation",180+0,Normal,1-0
231,2024.01.01,02:13:02,Ivan12_BKD,2052,-25,Ayub_LCKB,2051,9,46,A45,Indian Defense,60+0,Time forfeit,0-1
232,2024.01.01,02:13:29,gangaykar,1771,-10,ChessloverDG,1322,14,74,C34,King's Gambit Accepted: Schallopp Defense,600+0,Time forfeit,0-1
233,2024.01.01,02:14:10,Fifth_column,2672,-2,VirtualSpace,2939,2,64,A20,English Opening: King's English Variation,180+0,Time forfeit,0-1
234,2024.01.01,02:15:22,Hathurshan_why,628,39,zissac,1595,-11,71,A00,Van't Kruijs Opening,60+0,Time forfeit,1-0
235,2024.01.01,02:15:35,crtauts,616,16,dvaa,690,-7,47,A45,Indian Defense,60+0,Normal,1-0
236,2024.01.01,02:16:08,Hamletsway,2185,-11,smd2009,1697,13,84,B00,Nimzowitsch Defense: French Connection,30+0,Normal,0-1
237,2024.01.01,02:16:48,Aerlius,1354,-6,trr14,1314,6,24,C42,Russian Game: Three Knights Game,180+2,Normal,0-1
238,2024.01.01,02:17:25,Jrv829,1584,6,javadmj21,1606,-6,49,B20,Sicilian Defense,60+0,Time forfeit,1-0
239,2024.01.01,02:17:37,lohnranger,1924,2,ADRICHLUZA11,2005,-3,50,D01,Rapport-Jobava System,900+10,Normal,1/2-1/2
240,2024.01.01,02:17:37,satar77,1103,5,danny_smallz,1096,-6,39,D00,Queen's Pawn Game: Accelerated London System,600+0,Time forfeit,1-0
241,2024.01.01,02:17:42,Gambit-Pawn,1676,-6,sage120,1701,5,54,C31,"King's Gambit Declined: Falkbeer Countergambit, Blackburne Attack",60+0,Time forfeit,0-1
242,2024.01.01,02:17:58,anonymus1020,1228,0,KRIEGER713,1236,0,102,A40,Queen's Pawn Game: Modern Defense,300+0,Normal,1/2-1/2
243,2024.01.01,02:18:10,kril31,1571,6,CPDChanakya,1575,-6,57,B10,Caro-Kann Defense: Breyer Variation,60+0,Time forfeit,1-0
244,2024.01.01,02:18:23,amarten,1128,5,pippone123,1107,-5,47,D37,Queen's Gambit Declined: Three Knights Variation,300+0,Normal,1-0
245,2024.01.01,02:19:29,Kalsla,2003,7,tmqcocoast,2013,-20,73,C44,Scotch Game: Haxo Gambit,1800+0,Normal,1-0
246,2024.01.01,02:20:13,Alfil1001,1260,-7,M7EKIN,1095,60,66,B01,Scandinavian Defense: Mieses-Kotroc Variation,300+0,Normal,0-1
247,2024.01.01,02:21:04,bergeron04,1257,6,JesusDFR,1240,-5,47,C40,King's Pawn Game: McConnell Defense,60+0,Normal,1-0
248,2024.01.01,02:21:17,leonforce12,1615,-298,SuperNinja23,809,27,74,A06,Zukertort Opening: Tennison Gambit,300+0,Time forfeit,0-1
249,2024.01.01,02:24:35,Olegas88,2375,4,gbrontisk,2235,-3,93,A41,Queen's Pawn Game,60+0,Normal,1-0
250,2024.01.01,02:24:54,Phutressniak,2443,6,SM71jt,2472,-6,53,D10,Slav Defense,180+0,Normal,1-0
251,2024.01.01,02:25:17,Failbasma,2058,6,Moonlight_12,2096,-56,29,A46,Indian Defense: London System,600+5,Normal,1-0
252,2024.01.01,02:25:44,vitoy24,1897,-7,juegasiempre,1833,6,52,B50,Sicilian Defense: Modern Variations,300+0,Time forfeit,0-1
253,2024.01.01,02:27:40,LobsterBrain,2330,4,Migz152,2266,-5,117,B04,"Alekhine Defense: Modern Variation, Larsen Variation",600+0,Normal,1-0
254,2024.01.01,02:28:57,silverlightening,2174,-6,HoldThisW,2156,6,86,B01,Scandinavian Defense: Valencian Variation,60+0,Normal,0-1
255,2024.01.01,02:30:54,mataco2,1668,5,YecidP21,1600,-5,77,C40,King's Pawn Game: Gunderam Gambit,60+0,Normal,1-0
256,2024.01.01,02:31:28,Tyrd_Moreno,1268,-13,Bshchetinin,1228,11,82,C60,Ruy Lopez: Spanish Countergambit,600+5,Time forfeit,0-1
257,2024.01.01,02:31:48,Ex1sto,1705,10,lanphuongso,1691,-6,81,C20,King's Pawn Game,600+1,Time forfeit,1-0
258,2024.01.01,02:31:57,xcorat,1254,-5,SchachFredy,1250,6,24,C45,Scotch Game: Mieses Variation,120+1,Normal,0-1
259,2024.01.01,02:32:49,xipho,1501,-6,feldgrau,1494,6,56,A15,English Opening: Anglo-Indian Defense,180+0,Normal,0-1
260,2024.01.01,02:32:52,Asha_seastar,1777,7,morphology,1884,-7,35,B22,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",180+2,Time forfeit,1-0
261,2024.01.01,02:33:07,Fethi2512,1912,5,timhq,1863,-5,67,B32,Sicilian Defense: Open,60+0,Normal,1-0
262,2024.01.01,02:35:21,Pavel_x_tesak,1757,-6,Returntomonke90,1784,10,38,B33,"Sicilian Defense: Lasker-Pelikan Variation, Exchange Variation",180+2,Normal,0-1
263,2024.01.01,02:37:54,migssxwz,2034,,MASTER_EN,1871,,73,A01,Nimzo-Larsen Attack: Modern Variation,60+0,Normal,1-0
264,2024.01.01,02:38:19,B3N3D1K7,1235,-7,zhubei,1165,7,64,B13,Caro-Kann Defense: Exchange Variation,300+3,Normal,0-1
265,2024.01.01,02:39:13,MC_96,1895,6,cashew9239,1925,-7,79,B22,Sicilian Defense: Alapin Variation,600+0,Normal,1-0
266,2024.01.01,02:41:05,dscrypter,2010,-5,A_2023,1602,5,99,A41,Old Indian Defense,300+0,Time forfeit,1/2-1/2
267,2024.01.01,02:41:30,haslam,1752,10,Starikashka273,1745,-5,55,A00,Polish Opening,300+0,Normal,1-0
268,2024.01.01,02:42:25,LoseOrWinOnTime,2325,-17,Oleppchee,2043,9,118,C50,Italian Game: Blackburne-Kostić Gambit,180+0,Normal,0-1
269,2024.01.01,02:43:02,LearingKing,1954,-5,Kabel,1949,6,138,A02,Bird Opening,180+0,Normal,0-1
270,2024.01.01,02:43:14,mjch2222,846,16,Grinuich,881,-6,63,B13,Caro-Kann Defense: Exchange Variation,300+0,Normal,1-0
271,2024.01.01,02:44:25,merrmid,1498,7,PieHole1628,1559,-6,51,C23,Bishop's Opening,600+0,Normal,1-0
272,2024.01.01,02:45:39,kevincisneros,1896,8,mnunes2020,1892,-6,31,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,180+2,Normal,1-0
273,2024.01.01,02:46:12,Mcguyver2021,1778,7,Wolfpack1051,1803,-7,33,C43,"Bishop's Opening: Urusov Gambit, Keidansky Gambit",60+0,Time forfeit,1-0
274,2024.01.01,02:46:38,puppies_are_fun,1946,6,Cakinhasanali64,1953,-6,113,B56,Sicilian Defense: Classical Variation,180+2,Normal,1-0
275,2024.01.01,02:47:28,EthantheLoe,1068,5,rogerclm1905,1039,-6,37,B01,Scandinavian Defense: Valencian Variation,180+0,Normal,1-0
276,2024.01.01,02:48:46,shustermat,1704,6,vikingchief,1720,-6,71,C50,Italian Game: Anti-Fried Liver Defense,180+0,Normal,1-0
277,2024.01.01,02:48:56,Frenchesco,1996,-11,ozeiasandrade,1594,10,48,D00,Queen's Pawn Game,60+0,Time forfeit,0-1
278,2024.01.01,02:49:01,BBWill,1944,-5,cristhianoChess,1996,5,98,A06,Zukertort Opening: Old Indian Attack,15+0,Time forfeit,0-1
279,2024.01.01,02:49:45,ellima,1583,5,AndrewSchilf,1580,-5,57,B40,Sicilian Defense: Four Knights Variation,180+2,Time forfeit,1-0
280,2024.01.01,02:49:46,wafflesaredabest,737,-33,YIGID07,644,17,44,A00,Van't Kruijs Opening,300+0,Time forfeit,0-1
281,2024.01.01,02:50:06,M-soon,1500,219,Pedrinhosl,1468,-4,55,D10,Slav Defense,300+5,Normal,1-0
282,2024.01.01,02:51:20,trx-2018,1914,-5,trainofchaos,1949,5,70,D02,Queen's Pawn Game: Zukertort Variation,180+2,Time forfeit,0-1
283,2024.01.01,02:52:20,troebe,751,12,matt50562002,846,-7,17,D06,Queen's Gambit Declined: Marshall Defense,300+3,Normal,1-0
284,2024.01.01,02:53:13,JuanSaso,1941,-7,hayaan2015,1821,8,36,C54,"Italian Game: Classical Variation, Greco Gambit, Main Line",600+0,Normal,0-1
285,2024.01.01,02:53:30,BIGGESTMAGNUSFAN,2414,-4,rdarruda,2524,4,68,A06,Nimzo-Larsen Attack: Classical Variation,180+0,Normal,0-1
286,2024.01.01,02:54:08,dirysenn,1840,30,ukrnoob,1731,-4,47,A00,Van't Kruijs Opening,180+0,Normal,1-0
287,2024.01.01,02:55:14,antoniorojasdelyas,1319,10,isra37,1641,-10,83,B12,Caro-Kann Defense: Maróczy Variation,180+0,Time forfeit,1-0
288,2024.01.01,02:56:14,thuoisbetterthankt,1510,-6,AR44Ikk,1516,7,72,D30,Queen's Gambit Declined: Traditional Variation,600+0,Normal,0-1
289,2024.01.01,02:58:11,Poluektov_s,819,8,kka6537,955,-8,38,C02,French Defense: Advance Variation,300+3,Normal,1-0
290,2024.01.01,03:00:17,Ame-PS,980,6,phil1516,998,-16,73,B13,Caro-Kann Defense: Exchange Variation,180+0,Normal,1-0
291,2024.01.01,03:00:31,lDemonSlayerl,2297,9,mickychess84,2255,-5,87,B51,Sicilian Defense: Moscow Variation,180+0,Normal,1-0
292,2024.01.01,03:00:53,HSimpson,1547,-5,maathuri17,1587,52,66,C01,French Defense: Exchange Variation,900+10,Normal,0-1
293,2024.01.01,03:02:12,CameronTay,1110,-5,Graindorge47,1131,20,54,B01,Scandinavian Defense: Modern Variation,600+5,Normal,0-1
294,2024.01.01,03:02:31,johnhohn,1934,-4,Dima-Trunev,2111,48,40,C42,Russian Game: Italian Variation,600+0,Normal,0-1
295,2024.01.01,03:03:01,Davosilbianco,1863,109,DrunkDino,1882,-4,57,B12,Caro-Kann Defense,60+0,Normal,1-0
296,2024.01.01,03:04:10,Welikala,1144,-9,Chessplayr13,957,93,76,A00,Van't Kruijs Opening,15+0,Time forfeit,0-1
297,2024.01.01,03:04:31,DR-abdoov,1934,7,DRMAIMANE,1989,-6,133,B02,Alekhine Defense: Normal Variation,600+0,Normal,1-0
298,2024.01.01,03:04:58,alainping,1691,-6,Rapid_offensive_unit,1690,6,66,C60,Ruy Lopez: Cozio Defense,300+3,Time forfeit,0-1
299,2024.01.01,03:05:56,SimpleOs,1518,5,nithinbekal,1426,-4,55,A20,English Opening: King's English Variation,600+0,Normal,1-0
300,2024.01.01,03:06:18,RoccatShark,1415,6,blusafir_21,1409,-5,21,A00,Van't Kruijs Opening,600+5,Normal,1-0
301,2024.01.01,03:06:32,Well-welI,1149,7,elwps,1189,-7,69,B03,Alekhine Defense,60+0,Time forfeit,1-0
302,2024.01.01,03:07:18,valonso10,1591,13,Ireniicus,1962,-10,91,C02,"French Defense: Advance Variation, Nimzowitsch System",60+0,Time forfeit,1-0
303,2024.01.01,03:08:52,Girgo,1500,3,suriz27,1500,-236,35,B21,Sicilian Defense: Smith-Morra Gambit,300+3,Normal,1-0
304,2024.01.01,03:09:44,yaaki,1258,6,velvety,1251,-10,83,C29,Vienna Game: Vienna Gambit,600+5,Normal,1-0
305,2024.01.01,03:10:49,Eldingodefuego,1716,6,flyingjfish,1736,-6,69,B06,Modern Defense,180+0,Normal,1-0
306,2024.01.01,03:11:07,theopposite,1513,-6,tony-federer,1494,7,90,B00,Pirc Defense,300+3,Normal,0-1
307,2024.01.01,03:11:35,Nivinkarkki,1492,-6,xh4n_n,1519,6,56,D20,"Queen's Gambit Accepted: Central Variation, McDonnell Defense",600+0,Normal,0-1
308,2024.01.01,03:11:43,atamari312819,1670,-5,DimitriDubovsen,1704,20,60,A46,Indian Defense: London System,600+0,Normal,0-1
309,2024.01.01,03:12:23,Twitch_Craftyyyyy,1299,-10,damir1082,1310,6,80,C54,"Italian Game: Classical Variation, Giuoco Pianissimo, with h6",300+0,Time forfeit,0-1
310,2024.01.01,03:12:40,Irungu,1937,6,jesusluna,1958,-6,75,C60,Ruy Lopez,600+0,Normal,1-0
311,2024.01.01,03:13:03,Caballolechugueroo,887,5,tacticars,795,-6,55,C26,Vienna Game: Stanley Variation,60+0,Normal,1-0
312,2024.01.01,03:15:16,Chessbuild,1538,-3,maia9,1582,5,28,B01,Scandinavian Defense: Modern Variation,15+1,Time forfeit,0-1
313,2024.01.01,03:16:33,Anoanakia,1768,0,dutchwives,1756,0,117,C11,"French Defense: Classical Variation, Steinitz Variation",300+3,Normal,1/2-1/2
314,2024.01.01,03:16:35,yvanbergeron,1863,-5,edhoch,1867,8,70,D00,Queen's Pawn Game: Accelerated London System,600+8,Normal,0-1
315,2024.01.01,03:16:49,Nivro27,1417,5,Leonardoseptuaginto,1399,-5,37,C42,Russian Game,60+0,Normal,1-0
316,2024.01.01,03:16:47,Belegeduk,2011,6,Jrcz9999,2032,-6,63,B21,Sicilian Defense: Smith-Morra Gambit,60+0,Time forfeit,1-0
317,2024.01.01,03:17:00,xelna,1220,5,Mahmoud92882873,1212,-6,65,C44,Scotch Game,180+0,Time forfeit,1-0
318,2024.01.01,03:17:33,MiguelAngelDaniel,1594,28,J0fear,1705,-10,61,A35,"English Opening: Symmetrical Variation, Two Knights Variation",1800+0,Time forfeit,1-0
319,2024.01.01,03:18:47,thesheep1,1142,-6,cwinther,1140,6,62,A40,Englund Gambit Complex Declined,300+0,Time forfeit,0-1
320,2024.01.01,03:19:00,Mookul,1335,6,serimzhan,1355,-6,37,A40,Horwitz Defense,180+0,Normal,1-0
321,2024.01.01,03:19:28,Mot55,1531,5,Daham2013,1494,-10,34,D00,Queen's Pawn Game: Accelerated London System,900+4,Normal,1-0
322,2024.01.01,03:19:57,Larsy333,1383,-6,Dhagash1,1371,6,70,B00,Pirc Defense,60+0,Time forfeit,0-1
323,2024.01.01,03:20:59,dipensagar,1634,-4,Patless,1700,5,98,A46,Indian Defense: Spielmann-Indian,600+5,Normal,0-1
324,2024.01.01,03:21:28,olsok,1919,-6,pipo_0,1890,13,60,D06,Queen's Gambit Declined: Baltic Defense,180+0,Normal,0-1
325,2024.01.01,03:23:19,mn_gh1234,1903,5,k_pejwak,1893,-6,69,C40,King's Pawn Game: McConnell Defense,60+0,Normal,1-0
326,2024.01.01,03:23:33,Aleets,1311,12,spikefogle32,1281,-5,48,A40,Queen's Pawn Game: Modern Defense,180+0,Normal,1-0
327,2024.01.01,03:23:43,oopsIL0ST,1407,-14,shri3663,769,11,38,C42,Russian Game: Cozio Attack,180+0,Normal,0-1
328,2024.01.01,03:25:24,G4lu,2250,-9,Stokafish94,2231,19,80,E91,King's Indian Defense: Orthodox Variation,180+0,Normal,0-1
329,2024.01.01,03:25:30,CH-CraTm,1236,6,Bonderokade,1219,-6,55,C41,Philidor Defense: Exchange Variation,600+0,Normal,1-0
330,2024.01.01,03:25:48,mnmassari,2111,-5,vadim28,2129,5,46,A40,Queen's Pawn Game,180+0,Normal,0-1
331,2024.01.01,03:25:48,Camburg,1956,-6,timksr,1938,6,70,C24,Bishop's Opening: Vienna Hybrid,180+0,Normal,0-1
332,2024.01.01,03:26:37,Blacktili,1068,48,PeonNeneMalo1,1062,-7,95,B01,Scandinavian Defense,300+0,Normal,1-0
333,2024.01.01,03:26:56,vlasenkovital,1849,-3,orthodox_23,2154,2,66,B20,Sicilian Defense: Bowdler Attack,180+0,Normal,0-1
334,2024.01.01,03:28:12,Lag_pot,1692,15,Aghbari96,1658,-5,71,D06,Queen's Gambit Declined: Marshall Defense,300+0,Normal,1-0
335,2024.01.01,03:28:31,ArcEUs0,1886,8,Kevindl2015,1946,-25,56,C57,"Italian Game: Two Knights Defense, Fried Liver Attack",600+5,Normal,1-0
336,2024.01.01,03:29:06,dominusolkaps,1153,6,GandalfGM,1184,-6,51,C00,French Defense: Knight Variation,60+0,Time forfeit,1-0
337,2024.01.01,03:29:22,kbaransonmez,1287,6,seaman2020,1294,-13,77,C23,Bishop's Opening: Boi Variation,180+2,Normal,1-0
338,2024.01.01,03:30:01,st-ph-n,1361,5,tushar_sharma_apu,1345,-6,41,B01,Scandinavian Defense: Valencian Variation,60+0,Normal,1-0
339,2024.01.01,03:31:36,syjc12138,1670,4,persist-2,1563,-4,45,C70,"Ruy Lopez: Morphy Defense, Caro Variation",600+5,Normal,1-0
340,2024.01.01,03:32:08,zawn123,2192,-8,dba2012,2078,8,69,B00,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",600+0,Normal,0-1
341,2024.01.01,03:32:17,Grom78,2007,-5,kubajz64,2086,17,74,B51,Sicilian Defense: Moscow Variation,600+5,Normal,0-1
342,2024.01.01,03:32:59,thesilentguardian,1419,-9,KianuReeves9,1424,5,110,B12,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",600+5,Normal,0-1
343,2024.01.01,03:34:10,DiegoLeon22,1302,-5,Jamaelmustapha,1319,13,57,B01,Scandinavian Defense,300+3,Normal,0-1
344,2024.01.01,03:34:56,fabiocani,1106,-10,KianM31,1088,7,66,C50,Four Knights Game: Italian Variation,600+0,Normal,0-1
345,2024.01.01,03:34:57,teninchpylons,935,-5,Kirschdoj,964,5,92,C01,French Defense: Exchange Variation,300+3,Normal,0-1
346,2024.01.01,03:34:57,ADVENTdev,1242,-6,Dmy3ko,1245,6,90,C30,King's Gambit,300+3,Normal,0-1
347,2024.01.01,03:36:18,abxh,2008,-6,Alpha_Zero_111,2137,9,106,A05,King's Indian Attack: Symmetrical Defense,600+0,Normal,0-1
348,2024.01.01,03:37:06,fighter2025,2409,9,Mginsburg,2586,-8,73,E64,"King's Indian Defense: Fianchetto Variation, Hungarian Variation",180+2,Normal,1-0
349,2024.01.01,03:38:14,Kostik-13,1507,6,manzano12,1526,-6,107,C24,Bishop's Opening: Berlin Defense,300+3,Normal,1-0
350,2024.01.01,03:39:35,Szuflada,1989,0,waisqarni,2037,-1,123,D00,Queen's Pawn Game: Accelerated London System,600+0,Time forfeit,1/2-1/2
351,2024.01.01,03:39:51,rdgjia,1673,11,alexwerner9,1698,-6,103,D15,Slav Defense: Three Knights Variation,180+0,Normal,1-0
352,2024.01.01,03:40:21,Jorrss,1926,10,CARLITOSchessCali,2257,-10,65,A03,Bird Opening: Dutch Variation,60+0,Time forfeit,1-0
353,2024.01.01,03:41:39,karrot2404,987,3,Jabezlien,842,-16,61,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",60+0,Time forfeit,1-0
354,2024.01.01,03:42:05,Invincible_David,2150,0,yuki_poudel15,1554,0,51,C45,Scotch Game: Classical Variation,600+0,Normal,1-0
355,2024.01.01,03:42:13,Raffy012,2085,4,Selimvai,1982,-7,61,C53,"Italian Game: Classical Variation, La Bourdonnais Variation",600+5,Time forfeit,1-0
356,2024.01.01,03:42:49,SanfelizG,1749,-6,GOAT89,1844,24,70,A22,"English Opening: King's English Variation, Two Knights Variation",300+0,Normal,0-1
357,2024.01.01,03:44:17,Finanfin,2235,-5,Corre_Caminos,2228,6,36,B04,"Alekhine Defense: Modern Variation, Schmid Variation",60+0,Normal,0-1
358,2024.01.01,03:44:37,Edison05,1987,-5,ronnealjr123,2032,5,80,A43,Benoni Defense: Old Benoni,60+0,Time forfeit,0-1
359,2024.01.01,03:44:46,chessy74,1363,-6,cJay78,1357,6,74,A02,Bird Opening: Lasker Gambit,180+0,Time forfeit,0-1
360,2024.01.01,03:45:45,golf2weerapat,1261,-4,BrunoSolis,1323,29,58,C41,Philidor Defense,300+0,Normal,0-1
361,2024.01.01,03:46:27,ArfanKhaidar,2196,6,Bukit_panyaweuyan,2181,-14,77,B02,Alekhine Defense: Scandinavian Variation,180+1,Normal,1-0
362,2024.01.01,03:46:43,elzarman,1820,-6,demsi291,1805,6,66,D00,Queen's Pawn Game: Chigorin Variation,900+10,Normal,0-1
363,2024.01.01,03:46:38,david-123fuentes,1785,16,chackota,1843,-6,77,B01,Scandinavian Defense: Main Line,1800+0,Normal,1-0
364,2024.01.01,03:47:16,Iyakin07,2098,4,Armel2020,1992,-4,39,D31,Semi-Slav Defense: Accelerated Move Order,180+0,Normal,1-0
365,2024.01.01,03:49:27,LukakHR,1548,8,CHEMFIGHTING,1534,-5,44,D00,Queen's Pawn Game: Chigorin Variation,180+2,Normal,1-0
366,2024.01.01,03:49:47,BulkHogan,1643,-6,Bannedpawn,1647,6,162,C42,Russian Game: Three Knights Game,300+0,Normal,0-1
367,2024.01.01,03:50:23,jorjusse-eol,1434,-4,ImportedGamesOnly,1552,6,84,A00,Hungarian Opening,1200+0,Normal,0-1
368,2024.01.01,03:52:19,HaridasKesavan,2272,8,sergiul,2410,-8,51,B10,"Caro-Kann Defense: Accelerated Panov Attack, Modern Variation",180+2,Normal,1-0
369,2024.01.01,03:56:04,stahelsky,1228,6,attu75,1240,-5,57,A41,Old Indian Defense,180+0,Normal,1-0
370,2024.01.01,03:56:55,Wangkj,1174,-12,Goakely,1107,9,70,B30,Sicilian Defense: Old Sicilian,300+3,Normal,0-1
371,2024.01.01,03:57:54,Nithinbright2012,1912,6,JEFFERY-HAWKINS_84,1910,-6,141,C25,Vienna Game: Max Lange Defense,600+0,Normal,1-0
372,2024.01.01,03:58:29,dannywong,1076,45,hooooman,1035,-19,62,C69,"Ruy Lopez: Exchange Variation, Normal Variation",600+5,Normal,1-0
